Address,Housing_price,Baths,Housing_type,ZipCode,Beds,Location,Housing_area
357 E 57th St #8-B,,NA,NA,10022,NA,"40.758743,-73.96359",NA
455 Central Park W #LM17,"$7,995,000",6 ba,Condo,10025,5 bd,"40.797886,-73.96078","5,317 sqft"
736 W 186th St #5-F,"$519,000",NA,NA,10033,NA,"40.85347,-73.93604",NA
45 E 82nd St #9W,,3 ba,Coop,10028,4 bd,"40.77836,-73.9603","3,200 sqft"
1810 3rd Ave #B5D,"$891,750+",1 ba,Condo,10029,3 bd,"40.788334,-73.94752",847 sqft
220 E 67th St #1B,,NA,NA,10065,NA,"40.76597,-73.96211",NA
330 Spring St #9B,"$3,900,000",2 ba,Condo,10013,3 bd,"40.725803,-74.009674","1,942 sqft"
200 E 84th St #12-EF,"$2,195,000",NA,NA,10028,NA,"40.777176,-73.954765",NA
70 E 10th St #19U,,NA,NA,10003,NA,"40.73128,-73.99075",NA
220 Madison Ave #4K,,1 ba,Coop,10016,NA,"40.749523,-73.98206",NA
200 E 89th St #28-C,,NA,NA,10128,NA,"40.780502,-73.95239",NA
410 W 24th St #10-M,"$1,199,000",NA,NA,10011,NA,"40.747208,-74.00133",NA
404 E 76th St #15A,"$2,675,000",3 ba,Condo,10021,3 bd,"40.769947,-73.95374","1,722 sqft"
500 Greenwich St #402,,NA,NA,10013,NA,"40.72567,-74.00932",NA
350 E 88th St,,NA,NA,10128,NA,"40.778248,-73.94919",NA
126 Lexington Ave,"$5,750,000",NA,NA,10016,NA,"40.742985,-73.98253",NA
532 W 148th St,"$2,500,000",NA,NA,10031,NA,"40.82752,-73.947685",NA
53 Elizabeth St #6B,"$1,688,133",NA,NA,10013,NA,"40.717304,-73.996796",NA
1036 Park Ave #4A,"$475,000",NA,NA,10028,NA,"40.780117,-73.95773",NA
347 W 39th St #6E,,2 ba,Loft,10018,2 bd,"40.756462,-73.99328",NA
150 Central Park S #601,,NA,NA,10019,NA,"40.766052,-73.977936",NA
212 Warren St #14C,"$4,500,000+",3.5 ba,Condo,10282,4 bd,"40.716343,-74.01242","2,402 sqft"
Address Not Disclosed,"$390,000",1 ba,Coop,10021,NA,"40.76904,-73.95778",NA
142 Watts St,"$12,250,000",NA,NA,10013,NA,"40.72432,-74.01005",NA
305 W 150th St #109,"$438,000",NA,NA,10039,NA,"40.826473,-73.94016",NA
210 Lafayette St #2E,,NA,NA,10012,NA,"40.721733,-73.9981",NA
333 W 56th St #8L,"$700,000",1 ba,Condo,10019,1 bd,"40.76734,-73.98493",534 sqft
1760 2nd Ave #11E,,NA,NA,10128,NA,"40.781345,-73.94882",NA
230 E 79th St #14A,"$529,000",1 ba,Loft,10075,1 bd,"40.773495,-73.95618",NA
720 Greenwich St #6-A,"$2,995,000",NA,NA,10014,NA,"40.73463,-74.00738",NA
372 5th Ave #10H,"$825,000",1 ba,Coop,10018,1 bd,"40.74945,-73.9843",NA
250 E 54th St #22-B,"$615,000",NA,NA,10022,NA,"40.757328,-73.96715",NA
315 7th Ave #7-D,"$850,000",NA,NA,10001,NA,"40.746964,-73.993225",NA
505 E 79th St #1F,"$525,000",NA,NA,10075,NA,"40.771282,-73.94945",NA
130 Barrow St #406,,1 ba,Condo,10014,1 bd,"40.732204,-74.00932",900 sqft
56 Leonard St #PH52B,"$17,750,000",4.5 ba,Condo,10013,4 bd,"40.717716,-74.0064","3,709 sqft"
211 Central Park W #17-18J1,"$18,000,000",NA,NA,10024,NA,"40.782578,-73.97192",NA
260 Park Ave S #3B,,NA,NA,10010,NA,"40.738884,-73.987915",NA
157 W 57th St #62A,,4 ba,Condo,10019,3 bd,"40.76544,-73.97909","4,483 sqft"
141 E 88th St,"$12,850,000",NA,NA,10128,NA,"40.780888,-73.9542",NA
61 5th Ave #PH,"$24,950,000",4.5 ba,Condo,10003,6 bd,"40.735085,-73.99388","5,924 sqft"
560 W 24th St #PH2,"$12,650,000+",NA,NA,10011,NA,"40.74948,-74.006805",NA
1009 5th Ave,"$80,000,000",NA,NA,10028,NA,"40.77871,-73.96207",NA
52 E 4th St #7,"$3,200,000",NA,NA,10003,NA,"40.72665,-73.99111",NA
36 Bleecker St,"$19,995,000",NA,NA,10012,NA,"40.725594,-73.9941",NA
235 E 22nd St #16M,,NA,NA,10010,NA,"40.737743,-73.98227",NA
521 W 47th St #3C,,1 ba,Loft,10036,1 bd,"40.763493,-73.994194",750 sqft
50 Gramercy Park N #11A,"$11,800,000+",4.5 ba,Coop,10010,4 bd,"40.738625,-73.98606","3,917 sqft"
264 E Broadway,"$2,000,000",NA,NA,10002,NA,"40.714615,-73.98514",NA
1185 Park Ave #PH16G,"$24,950,000",6 ba,Coop,10128,5 bd,"40.784664,-73.95311",NA
250 West St #9G,"$4,999,000",3 ba,Condo,10013,3 bd,"40.721832,-74.01115",NA
575 Park Ave #906,,1 ba,Coop,10065,1 bd,"40.765026,-73.967636",NA
213 W 131st St,"$2,495,000",NA,NA,10027,NA,"40.813316,-73.94628",NA
40 E 80th St #17B,"$3,975,000",NA,NA,10075,NA,"40.776546,-73.96141",NA
88 Laight St #1,"$3,600,000",NA,NA,10013,NA,"40.722412,-74.01104",NA
331 W 89th St #2B,,1 ba,Coop,10024,1 bd,"40.79158,-73.97775",NA
120 E 83rd St #2B,,1 ba,Coop,10028,1 bd,"40.777588,-73.95772",NA
350 W 42nd St #38G,"$2,395,000",NA,NA,10036,NA,"40.756866,-73.99069",NA
17 W 54th St #10A,,1 ba,Coop,10019,1 bd,"40.761936,-73.97653",NA
45 W 54th St #8-D,"$475,000",NA,NA,10019,NA,"40.762253,-73.977646",NA
520 W 19th St,"$19,995,000",NA,NA,10011,NA,"40.745502,-74.006935",NA
45 Tudor City Pl #1611,"$500,000",1 ba,Coop,10017,1 bd,"40.74936,-73.96998",NA
71 Franklin St #73,"$50,000,000",NA,NA,10013,NA,"40.71763,-74.00436",NA
435 E 65th St #8H,"$649,000",NA,NA,10065,NA,"40.762882,-73.9575",NA
14 Horatio St #4K,,NA,NA,10014,NA,"40.738617,-74.00406",NA
1 Sutton Pl S,"$9,995,000",4 ba,Coop,10022,4 bd,"40.75679,-73.96046","4,750 sqft"
1 Sheridan Sq #3-E,,NA,NA,10014,NA,"40.732765,-74.001854",NA
136 E 56th St,,2 ba,Coop,10022,2 bd,"40.760124,-73.9701",NA
224 E 18th St #3A,"$454,000",NA,NA,10003,NA,"40.735123,-73.98432",NA
155 E 79th St,"$9,550,000",4.5 ba,Condo,10075,4 bd,"40.775055,-73.95838","3,291 sqft"
415 Greenwich St #6E,"$3,750,000",2 ba,Loft,10013,2 bd,"40.721764,-74.00948","1,751 sqft"
435 E 86th St #2E,"$659,000",NA,NA,10028,NA,"40.776424,-73.947914",NA
94 Bowery,"$9,500,000",NA,NA,10013,NA,"40.7176,-73.995605",NA
333 Central Park W #36,"$3,995,000",NA,NA,10025,NA,"40.790108,-73.966354",NA
17 Harrison St,,5.5 ba,Townhome,10013,7 bd,"40.718567,-74.00991",NA
100 W 12th St #2MN,,NA,NA,10011,NA,"40.736004,-73.99839",NA
444 E 57th St #3D,"$1,995,000",3 ba,Condo,10022,2 bd,"40.75734,-73.961464","1,600 sqft"
5 Tudor City Pl #PH-7,"$3,595,000",NA,NA,10017,NA,"40.748795,-73.970924",NA
55 E 76th St #15,,NA,NA,10021,NA,"40.774216,-73.9626",NA
105 W 73rd St #8-B,,NA,NA,10023,NA,"40.77846,-73.97855",NA
502 Park Ave #PH-3132,"$35,000,000",NA,NA,10022,NA,"40.763287,-73.97011",NA
290 West St #PH,"$15,000,000",NA,NA,10013,NA,"40.724922,-74.0108",NA
213 E 2nd St #7,,NA,NA,10009,NA,"40.721653,-73.98312",NA
30 Park Pl #78B,"$29,500,000",6.5 ba,Condo,10007,5 bd,"40.713055,-74.009155","5,937 sqft"
93 Reade St #PH,"$7,850,000+",5.5 ba,Condo,10013,5 bd,"40.715424,-74.007996","3,160 sqft"
140 Franklin St #2B,"$30,500,000",5 ba,Condo,10013,6 bd,"40.71938,-74.00727","6,226 sqft"
212 Warren St,"$13,888,000+",6.5 ba,Condo,10282,5 bd,"40.716343,-74.01242","4,386 sqft"
101 Warren St #3210,,NA,NA,10007,NA,"40.715412,-74.01104",NA
27-29 Great Jones St,"$12,850,000",3 ba,Condo,10012,3 bd,"40.726875,-73.99339","3,036 sqft"
430 E 56th St #11F,"$749,000",NA,NA,10022,NA,"40.75698,-73.96246",NA
675 W End Ave #5D,"$625,000",NA,NA,10025,NA,"40.79316,-73.97514",NA
Address Not Disclosed,,1 ba,Coop,10044,1 bd,"40.76261,-73.949554",NA
250 W 75th St #4-D,"$780,000",NA,NA,10023,NA,"40.781296,-73.98256",NA
15 Renwick St #PH2,"$8,150,000+",3.5 ba,Condo,10013,3 bd,"40.72485,-74.00872","2,859 sqft"
105 E 38th St #5C,"$1,095,000",1 ba,Coop,10016,2 bd,"40.749523,-73.97872",NA
7 E 35th St #2E,"$950,000",NA,NA,10016,NA,"40.74898,-73.98319",NA
25 Murray St #5E,,NA,NA,10007,NA,"40.71382,-74.00837",NA
775 Riverside Dr #1K,"$415,000",1 ba,Condo,10032,1 bd,"40.83481,-73.9481",754 sqft
519 W 135th St #5A,,2 ba,Condo,10031,3 bd,"40.81974,-73.953476",NA
121 W 72nd St #6F,,NA,NA,10023,NA,"40.777985,-73.97941",NA
225 E 36th St #7J,"$379,000",NA,NA,10016,NA,"40.74666,-73.9758",NA
425 E 13th St #B,,1 ba,Condo,10009,NA,"40.73038,-73.98203",625 sqft
13 W 13th St #4AS,,NA,NA,10011,NA,"40.736073,-73.99506",NA
200 W 54th St #10K,,NA,NA,10019,NA,"40.763588,-73.98196",NA
330 E 38th St #5-N,"$2,450,000",NA,NA,10016,NA,"40.746414,-73.97337",NA
45 E 82nd St #4E,,3 ba,Coop,10028,4 bd,"40.77836,-73.9603","2,677 sqft"
575 Grand St #E-601,,NA,NA,10002,NA,"40.712967,-73.97899",NA
20 W 72nd St #11-05,"$785,000",1 ba,Coop,10023,1 bd,"40.776527,-73.97747",NA
710 Riverside Dr #4-C,"$850,000",NA,NA,10031,NA,"40.82899,-73.94998",NA
235 W 71st St #1B,"$1,199,000",1 ba,Condo,10023,1 bd,"40.77868,-73.983315",980 sqft
68 Bradhurst Ave #3C,"$1,150,000",2 ba,Condo,10039,3 bd,"40.823284,-73.9423","1,075 sqft"
24 5th Ave #1514,,2 ba,Coop,10011,2 bd,"40.733246,-73.99631",NA
141 5th Ave #6AB,,3.5 ba,Condo,10010,4 bd,"40.739887,-73.99035","2,925 sqft"
1608 Amsterdam Ave #10,"$289,999",NA,NA,10031,NA,"40.821766,-73.95055",NA
153 Charles St,,NA,NA,10014,NA,"40.73418,-74.00878",NA
52 E 72nd St #PH16-17,"$10,950,000",3 ba,Condo,10021,4 bd,"40.771057,-73.96443","4,270 sqft"
502 Park Ave #15CDE,"$36,000,000+",3.5 ba,Condo,10022,3 bd,"40.763287,-73.97011","2,935 sqft"
71 Franklin St,"$65,000,000",NA,NA,10013,NA,"40.71762,-74.00435",NA
117 E 57th St #32B,"$2,475,000",2 ba,Condo,10022,2 bd,"40.76171,-73.96976","1,333 sqft"
117 Beekman St #6A,"$950,000",1 ba,Loft,10038,NA,"40.707726,-74.0034",NA
100 Norfolk St #5C,"$1,350,000",NA,NA,10002,NA,"40.718628,-73.98702",NA
1060 5th Ave #1B,,2 ba,Coop,10128,NA,"40.782185,-73.95927","1,200 sqft"
505 E 82nd St #6J,,NA,NA,10028,NA,"40.773296,-73.94831",NA
Address Not Disclosed,"$10,900,000",6 ba,Townhome,10016,9 bd,"40.749294,-73.97819","9,000 sqft"
436 A Marion St,,NA,NA,11233,NA,"40.68144,-73.91187",NA
Address Not Disclosed,"$350,000",1 ba,Coop,10032,2 bd,"40.833923,-73.943214",NA
718 Broadway,"$2,100,000",NA,NA,10003,NA,"40.72895,-73.99332",NA
111 E 56th St #PH,"$4,295,000",4 ba,Coop,10022,4 bd,"40.76071,-73.970345","3,800 sqft"
441 E 57th St #1,"$9,499,000",NA,NA,10022,NA,"40.757973,-73.96139",NA
180 Thompson St #2D,"$589,000",NA,NA,10012,NA,"40.727898,-73.9998",NA
61 W 62nd St #4JK,"$2,595,000",3 ba,Coop,10023,4 bd,"40.771114,-73.98283",NA
15608 Riverside Dr W #5A,"$403,000",1 ba,Condo,10032,1 bd,"40.834988,-73.9485",619 sqft
131 Perry St #3B,,NA,NA,10014,NA,"40.73511,-74.0076",NA
88 Morningside Ave #9E,,1 ba,Apt/Condo/Twnhm,10027,1 bd,"40.809486,-73.95518",NA
200 Riverside Blvd #3-M,,NA,NA,10069,NA,"40.77901,-73.98773",NA
1 W 67th St #206,,1 ba,Coop,10023,NA,"40.773514,-73.97884",475 sqft
420 E 55th St #11H,"$649,500",NA,NA,10022,NA,"40.75607,-73.96255",NA
130 Bradhurst Ave #1002,,NA,NA,10039,NA,"40.825493,-73.94105",NA
404 E 76th St #7D,,NA,NA,10021,NA,"40.769947,-73.95374",NA
108 5th Ave #7C,"$1,295,000",1 ba,Condo,10011,1 bd,"40.7373,-73.99305",NA
5 E 93rd St,"$17,950,000",4.5 ba,Townhome,10128,7 bd,"40.785892,-73.95639",NA
860 5th Ave #4M,"$1,700,000",NA,NA,10065,NA,"40.76945,-73.968704",NA
795 5th Ave #30 31,"$70,000,000",5 ba,Coop,10065,5 bd,"40.765102,-73.971695",NA
233 E 78th St,,NA,NA,10075,NA,"40.77331,-73.956505",NA
190 E 72nd St #28-CD,"$4,000,000",NA,NA,10021,NA,"40.76978,-73.961044",NA
49 W 16th St,"$12,500,000",9.5 ba,Townhome,10011,11 bd,"40.738605,-73.99512",NA
154 W 73rd St,,NA,NA,10023,NA,"40.77868,-73.9803",NA
123 W 87th St,"$8,400,000",4 ba,Single-Family Home,10024,5 bd,"40.787685,-73.97232",NA
20 E 95th St,"$8,750,000",6 ba,Townhome,10128,5 bd,"40.786575,-73.955315",NA
510 E 86th St #PH21C,"$2,395,000",3 ba,Coop,10028,3 bd,"40.77545,-73.946754","1,700 sqft"
100 Riverside Blvd #4MN,"$3,785,000+",NA,NA,10069,NA,"40.775593,-73.989876",NA
227 10th Ave #A,"$2,400,000",1 ba,Condo,10011,2 bd,"40.748154,-74.00425","1,100 sqft"
404 E 79th St #7F,"$835,000",1 ba,Condo,10075,1 bd,"40.771904,-73.95252",680 sqft
581 Academy St #2-F,,NA,NA,10034,NA,"40.863873,-73.923065",NA
300 E 40th St,"$700,000",NA,NA,10016,NA,"40.747993,-73.972824",NA
332 E 84th St #4B,,1 ba,Coop,10028,2 bd,"40.775764,-73.95142",NA
30 E 76th St #9A,"$7,095,000",NA,NA,10021,NA,"40.774166,-73.96344",NA
42 W 13th St #5A,,NA,NA,10011,NA,"40.73602,-73.9964",NA
37B Crosby St #2,,2 ba,Coop,10013,2 bd,"40.720825,-73.999084",NA
315 7th Ave #2-A,"$1,250,000",NA,NA,10001,NA,"40.746964,-73.993225",NA
310 W 52nd St #21B,"$2,895,000",2 ba,Condo,10019,2 bd,"40.76362,-73.98597","1,331 sqft"
21-23 S William St,"$4,200,000",NA,NA,10004,NA,"40.704357,-74.010635",NA
24 Bennett Ave #31,"$1,099,000",2 ba,Coop,10033,5 bd,"40.851486,-73.936424","1,830 sqft"
34 Gramercy Park E #9C,,NA,NA,10003,NA,"40.737366,-73.98495",NA
150 Thompson St #1,,NA,NA,10012,NA,"40.726887,-74.000755",NA
80 Chambers St #8F,,3 ba,Condo,10007,4 bd,"40.714256,-74.00697","3,525 sqft"
Address Not Disclosed,"$39,000,000",NA,NA,10019,NA,"40.763233,-73.976105",NA
71 Laight St #3C,"$9,650,000",NA,NA,10013,NA,"40.72192,-74.01036",NA
1110 Park Ave #H,"$20,000,000",NA,NA,10128,NA,"40.782658,-73.95584",NA
10 Sullivan St,"$25,000,000",NA,NA,10012,NA,"40.723846,-74.00481",NA
300 E 64th St #7C,"$950,000",NA,NA,10065,NA,"40.763485,-73.96187",NA
323 W 83rd St #6C,"$1,300,000",1 ba,Coop,10024,2 bd,"40.78756,-73.980156",NA
205 E 63rd St #4BC,,NA,NA,10065,NA,"40.76403,-73.964325",NA
2 Beekman Pl,"$535,000",NA,NA,10022,NA,"40.75306,-73.96532",NA
111 E 75th St #102,,NA,NA,10021,NA,"40.772858,-73.961334",NA
205 E 63rd St #6B,,2 ba,Coop,10065,3 bd,"40.76403,-73.964325",NA
444 E 75th St #5G,"$395,000",NA,NA,10021,NA,"40.768745,-73.95277",NA
18 E 63rd St #1,"$945,000",2 ba,Coop,10065,1 bd,"40.76611,-73.97022",NA
69 5th Ave #20D,,NA,NA,10003,NA,"40.736156,-73.993095",NA
77 Bleecker St #519,"$889,000",1 ba,Coop,10012,1 bd,"40.72714,-73.99592",900 sqft
14 E 95th St,,NA,NA,10128,NA,"40.78664,-73.955475",NA
507 E 12th St,,NA,NA,10009,NA,"40.729076,-73.98071",NA
152 E 118th St #8R,"$1,025,000",NA,NA,10035,NA,"40.799576,-73.94044",NA
101 Central Park W #9BC,"$42,000,000",5 ba,Coop,10023,5 bd,"40.77536,-73.97707",NA
75 Bedford St,"$12,500,000",3 ba,Single-Family Home,10014,3 bd,"40.731316,-74.00505",NA
200 Chambers St #25F,,NA,NA,10007,NA,"40.71656,-74.01235",NA
240 Elizabeth St,,NA,NA,10012,NA,"40.72325,-73.99367",NA
1635 Lexington Ave #6F,"$1,084,900",NA,Single-Family Home,10029,2 bd,"40.79046,-73.947235","1,090 sqft"
243 W 98th St #7A,"$1,500,000",NA,NA,10025,NA,"40.796314,-73.971085",NA
75 Horatio St #1-A,"$2,799,000",NA,NA,10014,NA,"40.73893,-74.00728",NA
1212 5th Ave #12BC,"$5,295,000+",4 ba,Condo,10029,5 bd,"40.7914,-73.95281","2,613 sqft"
246 Spring St #2108,"$899,000",1 ba,Condo,10013,NA,"40.7253,-74.00541",NA
75 Bank St #4-P,,NA,NA,10014,NA,"40.73683,-74.00476",NA
61 5th Ave #RESIDENCE1,"$9,950,000",3.5 ba,Condo,10003,4 bd,"40.735085,-73.99388","4,326 sqft"
249 W 29th St #12-FLR,"$4,600,000",NA,NA,10001,NA,"40.748917,-73.99483",NA
111 Fulton St #813,,1 ba,Condo,10038,1 bd,"40.709885,-74.006714",716 sqft
100 Riverside Blvd #14-P,"$1,850,000",NA,NA,10069,NA,"40.775593,-73.989876",NA
57 Reade St #16F,,NA,NA,10007,NA,"40.714653,-74.00644",NA
Address Not Disclosed,"$1,449,995",NA,NA,10023,NA,"40.778847,-73.97674",NA
445 5th Ave,,NA,NA,10016,NA,"40.751595,-73.98174",NA
404 E 66th St #2G,,NA,NA,10065,NA,"40.76343,-73.95821",NA
5 Tudor City Pl #212,"$523,500",NA,NA,10017,NA,"40.748795,-73.970924",NA
372 5th Ave #7A,"$1,250,000",1 ba,Coop,10018,1 bd,"40.74945,-73.9843",NA
166 Perry St #3B,"$2,950,000",NA,NA,10014,NA,"40.734463,-74.00935",NA
1 Central Park W #47D,"$7,550,000",3.5 ba,Condo,10023,3 bd,"40.769108,-73.981606","2,115 sqft"
48 Mercer St #7W,"$4,775,000",3 ba,Condo,10013,3 bd,"40.721622,-74.00092",NA
1810 3rd Ave #A7C,"$795,588+",1 ba,Condo,10029,3 bd,"40.788334,-73.94752",754 sqft
163 E 64th St,"$25,000,000",NA,NA,10065,NA,"40.765327,-73.96523",NA
1025 Park Ave,"$65,000,000",NA,NA,10028,NA,"40.779575,-73.95713",NA
24 5th Ave #1012A,"$825,000",1 ba,Coop,10011,1 bd,"40.733246,-73.99631",NA
309 E 49th St #8C,"$925,000",1.5 ba,Condo,10017,1 bd,"40.754128,-73.9681",815 sqft
505 Greenwich St #3GH,"$6,250,000",NA,NA,10013,NA,"40.725517,-74.00879",NA
57 Reade St #8-E,,NA,NA,10007,NA,"40.714653,-74.00644",NA
53 Elizabeth St #2C,,NA,NA,10013,NA,"40.717304,-73.996796",NA
107 W 25th St #3E,,NA,NA,10001,NA,"40.744625,-73.992325",NA
15 William St #14B,"$1,220,000",NA,NA,10005,NA,"40.705345,-74.01017",NA
69 Bennett Ave #407,"$489,000",1 ba,Condo,10033,1 bd,"40.852608,-73.93528",741 sqft
515 E 79th St #11C,"$995,000",2 ba,Coop,10075,2 bd,"40.77102,-73.94882","1,000 sqft"
545 W End Ave #5-F,,NA,NA,10024,NA,"40.789276,-73.97796",NA
291 7th Ave,"$4,000,000",NA,NA,10001,NA,"40.746265,-73.99382",NA
130 Water St #7A,"$750,000",1 ba,Condo,10005,1 bd,"40.705765,-74.00722",750 sqft
17 E Broadway #607,"$650,000",NA,NA,10002,NA,"40.71331,-73.99701",NA
359 Fort Washington Ave #3-B,"$789,000",NA,NA,10033,NA,"40.847504,-73.940186",NA
11 Beach St #1D,"$4,800,000",NA,NA,10013,NA,"40.720654,-74.006195",NA
166 E 35th St #12A,,NA,NA,10016,NA,"42.81806,-76.7",NA
18 W 48th St #22-C,"$1,589,000",NA,NA,10036,NA,"40.757683,-73.97934",NA
400 E 70th St #1602,"$975,000",NA,NA,10021,NA,"40.766125,-73.95678",NA
2132 2nd Ave #7C,"$490,000",NA,NA,10029,NA,"40.792904,-73.94041",NA
167 W 73rd St #9,"$899,000",1 ba,Coop,10023,1 bd,"40.779213,-73.98036",NA
300 Central Park W #15G,"$11,500,000",4 ba,Coop,10024,4 bd,"40.78835,-73.967705",NA
235 W 71st St #7FLR,,NA,NA,10023,NA,"40.77868,-73.983315",NA
40 W 22nd St #2,,3 ba,Loft,10010,4 bd,"40.741573,-73.99232","4,100 sqft"
106 8th Ave,,NA,NA,10011,NA,"40.741127,-74.00129",NA
2 River Ter #4-D,"$2,425,000",NA,NA,10282,NA,"40.715374,-74.01606",NA
44 Laight St #3B,,NA,NA,10013,NA,"40.72217,-74.007706",NA
311 W 83rd St #4C,,NA,NA,10024,NA,"40.78736,-73.979935",NA
170 W End Ave #3T,"$495,000",NA,NA,10023,NA,"40.776787,-73.9843",NA
234 E 23rd St #PH,"$6,445,000",NA,NA,10010,NA,"40.737984,-73.98187",NA
145 W 11th St #3,"$16,250,000+",4.5 ba,Condo,10011,5 bd,"40.736237,-73.999886","4,529 sqft"
322 E 57th St #1617A,"$4,950,000",4 ba,Coop,10022,4 bd,"40.75864,-73.96451",NA
261 W 28th St #2A,,NA,NA,10001,NA,"40.748318,-73.99556",NA
300 W 109th St #8H,"$750,000",1 ba,Coop,10025,1 bd,"40.80355,-73.967476",770 sqft
333 E 91st St #32CD,,NA,NA,10128,NA,"40.780586,-73.94794",NA
5 Riverside Dr,"$695,000",NA,NA,10023,NA,"40.780758,-73.985146",NA
330 Spring St #4C,,NA,NA,10013,NA,"40.725803,-74.009674",NA
20 Sullivan St,,NA,NA,10012,NA,"40.723892,-74.00477",NA
8 Saint Lukes Pl,"$17,500,000",NA,NA,10014,NA,"40.730362,-74.006035",NA
224 Mulberry St #PH,"$23,750,000+",4.5 ba,Condo,10012,4 bd,"40.722313,-73.99584","5,646 sqft"
39 E 72nd St,,11.5 ba,Condo,10021,11 bd,"40.77182,-73.964775","18,504 sqft"
11 Beach St,"$13,500,000",NA,NA,10013,NA,"40.720654,-74.006195",NA
311 W Broadway,,4 ba,Condo,10013,4 bd,"40.72161,-74.00378","3,468 sqft"
29 Beekman Pl,,NA,NA,10022,NA,"40.7535,-73.96437",NA
737 Park Ave #12E,"$15,750,000",7 ba,Condo,10021,5 bd,"40.770424,-73.96373","4,850 sqft"
310 W 52nd St,,3 ba,Condo,10019,3 bd,"40.76362,-73.98597","2,022 sqft"
25 Columbus Cir #63A,"$21,000,000",3 ba,Condo,10019,3 bd,"40.76889,-73.983406","2,632 sqft"
359 Fort Washington Ave #4-I,"$789,000",NA,NA,10033,NA,"40.847504,-73.940186",NA
453 Fdr Dr #C-1207,"$840,000",NA,NA,10002,NA,"40.71294,-73.97897",NA
244 E 60th St #4A,"$449,000",NA,NA,10022,NA,"40.761288,-73.96461",NA
650 Avenue Of The Americas #2L,"$1,550,000",2 ba,Condo,10011,1 bd,"40.741062,-73.99394","1,049 sqft"
12 E 97th St #1C,"$795,000",1.5 ba,Loft,10029,2 bd,"40.787987,-73.954475",NA
52 Park Ave #15FL,,2 ba,Condo,10016,2 bd,"40.749203,-73.98012","1,231 sqft"
235 E 87th St #9A,"$435,000",1 ba,Coop,10128,NA,"40.779064,-73.95185",NA
57 Park Ter W #4-A,"$334,900",NA,NA,10034,NA,"40.871243,-73.917885",NA
15 Broad St #930,"$1,595,000",NA,NA,10005,NA,"40.70653,-74.010574",NA
125 Washington St #54,"$2,725,000+",NA,NA,10006,NA,"40.710186,-74.01345",NA
118 E 60th St #12C,,1 ba,Coop,10022,1 bd,"40.762814,-73.96865",950 sqft
52 E 64th St,,NA,NA,10065,NA,"40.766083,-73.96822",NA
Address Not Disclosed,"$1,349,995",NA,NA,10024,NA,"40.784,-73.972694",NA
370 E 76th St,"$600,000",NA,NA,10021,NA,"40.770584,-73.95494",NA
21 S End Ave #PH-1M,,NA,NA,10280,NA,"40.708305,-74.01812",NA
246 Spring St #1104,,1 ba,Condo,10013,NA,"40.7253,-74.00541",425 sqft
242 E 25th St #6A,,NA,NA,10010,NA,"40.739162,-73.98054",NA
310 E 53rd St #28C,"$4,900,000+",2.5 ba,Condo,10022,2 bd,"40.756386,-73.96694","2,313 sqft"
184 Thompson St #6-O,"$1,155,000",1 ba,Condo,10012,1 bd,"40.727932,-73.99987",580 sqft
50 Park Ave #4B,,NA,NA,10016,NA,"40.74937,-73.98035",NA
349 E 49th St #1T,"$645,000",1 ba,Coop,10017,1 bd,"40.75366,-73.96698",800 sqft
255 W End Ave #7D,"$595,000",1 ba,Coop,10023,1 bd,"40.7796,-73.98503",NA
149 W 10th St,"$15,000,000",4 ba,Townhome,10014,5 bd,"40.73468,-74.001175",NA
295 Greenwich St #3LN,"$1,200,000",1 ba,Condo,10007,1 bd,"40.715862,-74.01075",815 sqft
440 Riverside Dr #DUPLEX1,,3 ba,Coop,10027,5 bd,"40.80891,-73.96522",NA
200 Chambers St #18F,"$1,798,000",NA,NA,10007,NA,"40.71656,-74.01235",NA
55 Leonard St #2,"$2,000,000",NA,NA,10013,NA,"40.718075,-74.00613",NA
485 Central Park W #4G,"$495,000",1 ba,Coop,10025,1 bd,"40.79991,-73.95905",NA
160 W End Ave #1F,"$495,000",NA,NA,10023,NA,"40.77605,-73.98499",NA
165 W 18th St #11B,"$2,700,000+",2 ba,Condo,10011,2 bd,"40.741024,-73.99719",NA
311 W Broadway #2A,"$4,350,000+",3.5 ba,Condo,10013,3 bd,"40.72161,-74.00378","2,195 sqft"
75 Bedford St,"$12,500,000",NA,NA,10014,NA,"40.731316,-74.00505",NA
333 Central Park W #115,"$2,750,000",NA,NA,10025,NA,"40.790108,-73.966354",NA
211 W 88th St #LL,,NA,NA,10024,NA,"40.78942,-73.9745",NA
230 W 10th St,"$12,750,000",5.5 ba,Townhome,10014,6 bd,"40.73369,-74.005196",NA
305 W 150th St #508,"$477,000",NA,NA,10039,NA,"40.826473,-73.94016",NA
25 E 86th St #1CD,,2 ba,Coop,10028,3 bd,"40.78117,-73.959175",NA
476 Broadway,"$4,495,000",1 ba,Condo,10013,NA,"40.721184,-73.999825","3,939 sqft"
360 E 88th St #20A,"$1,495,000",NA,NA,10128,NA,"40.778133,-73.94897",NA
30 5th Ave #14-E,"$2,395,000",NA,NA,10011,NA,"40.733376,-73.99573",NA
77 Bleecker St #1024,"$949,000",NA,NA,10012,NA,"40.72714,-73.99592",NA
20 Sutton Pl S #14C,"$1,825,000",NA,NA,10022,NA,"40.756638,-73.96165",NA
380 Malcolm X Blvd #12J,"$1,759,000",NA,NA,10027,NA,"40.810406,-73.94306",NA
